Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0,0.08,0.02,0.18,67,25,8,96,Marvelous Inc.,M
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0,0.03,0.07,0.01,0.11,72,7,8.5,11,Marvelous Inc.,M
Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,0,0,0.11,0,0.11,,,,,Marvelous Inc.,T
Fate/Extella: The Umbral Star,PSV,2016,Action,PQube,0,0,0.09,0,0.09,,,,,Marvelous Inc.,T
Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0,0.01,0.1,55,10,4.2,5,Red Fly Studio,T
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.02,9.09,0.98,3.96,21.04,97,50,8.2,3994,Rockstar North,M
Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.66,5.14,0.06,1.41,16.27,97,58,8.1,3711,Rockstar North,M
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,97,66,8.3,2899,Rockstar North,M
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.81,2.19,0,0.47,5.48,97,14,7.9,764,Rockstar North,M
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.39,0.69,0,0.09,1.17,96,57,7.9,3756,Rockstar North,M
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,46,22,4.5,34,Spike Chunsoft,M
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72,35,8.4,77,Spike Chunsoft,M
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,85,26,7.1,216,Ubisoft Quebec,M
Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.06,0.04,0,0.01,0.12,50,10,5,25,Ubisoft Quebec,T
Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02,62,11,7.3,12,Ubisoft Quebec,T
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Ubisoft Quebec,M
Assassin's Creed Syndicate,XOne,2015,Action,Ubisoft,0.62,0.56,0,0.11,1.3,78,22,6.1,402,Ubisoft Quebec,M
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,5.9,544,Ubisoft Quebec,M
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,694,Visceral Games,M
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0,0.16,0.96,76,37,6.4,522,Visceral Games,M
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,6.8,106,Armature Studio,T
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,68,7,6.8,38,Armature Studio,T
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,,,7.6,7,Big Ant Studios,E
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02,,,7,4,Big Ant Studios,E
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.02,,,,,Big Ant Studios,
Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01,,,7.1,10,Big Ant Studios,E
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06,,,7.4,27,Bluepoint Games,T
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,,,8.4,72,Bluepoint Games,T
PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.21,0.14,0.01,0.09,0.45,75,15,7.5,221,Bluepoint Games,T
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86,78,8.1,1264,Bluepoint Games,T
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80,62,8.2,153,Bluepoint Games,T
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,44,31,5.4,24,EA Bright Light,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.17,0.13,0,0.03,0.33,47,6,6.6,5,EA Bright Light,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,43,21,5.7,27,EA Bright Light,T
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,88,37,6.6,348,Electronic Arts,E
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90,48,6.1,403,Electronic Arts,E
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.18,0.44,0,0.07,0.69,,,1.6,21,Electronic Arts,E
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0,0.04,0.47,69,28,6.2,49,Electronic Arts,E
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,57,9,4.1,89,Electronic Arts,E
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0,0.07,0.4,86,7,6.6,286,Electronic Arts,E
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,,,3.2,19,Electronic Arts,E
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16,Electronic Arts,E
Terraria,X360,2013,Action,505 Games,0.35,0.27,0,0.06,0.67,81,39,7.2,139,Engine Software,T
Terraria,PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81,12,7.9,70,Engine Software,T
Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,0.1,85,17,7.8,112,Engine Software,T
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,83,4,7.9,47,Engine Software,T
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,29,Engine Software,T
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64,6,3.6,21,Firebrand Games,E10+
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,6,26,Firebrand Games,E10+
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0,0,0.01,0.08,69,41,7.3,30,Insomniac Games,E
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,66,12,6.9,20,Insomniac Games,E
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0,0,0,0.03,73,12,6.3,15,Insomniac Games,E
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01,0.09,74,40,6.7,128,Nixxes Software,T
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02,73,17,5.4,52,Nixxes Software,T
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45,31,6.5,81,"Prope, Kadokawa",E10+
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,45,7,5.6,37,"Prope, Kadokawa",E10+
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0,0.03,0.24,50,33,4.8,37,Silicon Knights,T
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,Silicon Knights,T
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0,0.01,0.1,36,10,4.5,15,Silicon Knights,T
X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Silicon Knights,E10+
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12,Stainless Games,M
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,5.5,39,Stainless Games,M
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,65,7.3,1223,Tango Gameworks,M
The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,,,7.6,193,Tango Gameworks,M
The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0,0.06,0.67,79,24,7.3,430,Tango Gameworks,M
The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.16,0.01,0.04,0.46,,,7.6,172,Tango Gameworks,M
The Evil Within,PC,2014,Action,Bethesda Softworks,0.1,0.16,0,0.02,0.27,68,18,5.9,721,Tango Gameworks,M
Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,,,,,UFO Interactive,E
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,6.4,162,Ubisoft Romania,M
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,383,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,7.7,314,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,82,13,7.4,754,Ubisoft Toronto,M
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0,0.01,0.12,75,5,7.8,148,Ubisoft Toronto,M
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,10,7.7,31,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.07,,,6.3,4,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,,,8.3,10,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,0.02,0,0.01,0.03,,,6.8,13,Arc System Works,T
Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0,0.01,0.11,55,4,,,Behavior Studios,E
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72,31,7.1,35,Capcom Vancouver,M
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0,0.02,0.27,72,48,7.5,60,Capcom Vancouver,M
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Capcom Vancouver,M
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78,69,6.8,908,Capcom Vancouver,M
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,8.1,60,Crystal Dynamics,T
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03,,,7.1,7,Farsight Studios,E10+
Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,Griptonite Games,E10+
Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0,0.01,0.11,,,,,Griptonite Games,E10+
Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0,0.11,72,16,6.8,5,Headstrong Games,E
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61,Koei Tecmo Games,M
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70,19,8.2,27,Koei Tecmo Games,M
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11,67,58,7.6,226,Koei Tecmo Games,M
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,0.09,0,0.09,,,,,Koei Tecmo Games,T
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,Koei Tecmo Games,T
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74,35,7.6,74,Koei Tecmo Games,T
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,,,7.4,5,Koei Tecmo Games,T
Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0,0.08,,,,,Koei Tecmo Games,
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14,Magenta Software,E10+
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,7.3,40,Next Level Games,T
Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.17,60,48,6.4,37,Next Level Games,T
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86,74,8.4,458,Next Level Games,E
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03,0,0,0,0.03,,,,,Raylight Studios,T
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83,73,8.5,625,SCE Japan Studio,T
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,82,24,8.4,125,SCE Japan Studio,M
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25,80,89,7.5,914,SCE Santa Monica,M
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,67,38,7.6,73,Studio Saizensen,T
Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.08,0,0,0.01,0.08,,,6.3,4,Tectonic Studios,T
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55,61,3.5,145,Terminal Reality,T
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613,Ubisoft Montreal,M
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,Ubisoft Montreal,M
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,80,20,7.4,771,Ubisoft Montreal,M
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59,88,24,8.2,1102,Ubisoft Montreal,M
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80,80,6.3,2996,Ubisoft Montreal,M
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.81,0.1,0.27,1.74,,,5.1,383,Ubisoft Montreal,M
Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0,0.14,1.57,78,15,5.8,712,Ubisoft Montreal,M
Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,,,5,332,Ubisoft Montreal,M
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0,0.03,0.45,77,18,4.7,3288,Ubisoft Montreal,M
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76,91,6.3,635,Ubisoft Montreal,M
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.37,0.58,0,0.18,1.13,83,88,7.8,621,Ubisoft Montreal,M
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0,0.08,0.88,77,27,6.4,194,Ubisoft Montreal,M
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0,0.03,0.36,83,9,7.7,131,Ubisoft Montreal,M
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,72,32,7.4,49,Ubisoft Montreal,M
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0,0.01,0.16,74,18,4.8,368,Ubisoft Montreal,M
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,74,13,7.6,24,Ubisoft Montreal,M
Just Cause 3,PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73,42,6.5,403,Avalanche Studios,M
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0,0.08,0.9,71,24,7,186,Avalanche Studios,M
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14,74,50,5.3,529,Avalanche Studios,M
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0,0.01,0,0.03,82,4,6.6,8,Blue Castle Games,M
Dead Rising 2,XOne,2016,Action,Capcom,0.01,0,0,0,0.02,,,,,Blue Castle Games,M
Silverlicious,DS,2012,Action,GameMill Entertainment,0.03,0,0,0,0.03,,,,,CokeM Interactive,E
Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0,0.09,0.11,0.02,0.23,62,14,7.3,34,Dimps Corporation,
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,0.71,73,54,7.8,117,Dimps Corporation,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Dimps Corporation,T
Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0,0.02,0.09,57,43,6.6,28,"Entersphere, Inc.",M
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0,0.05,0.57,76,4,8.3,6,High Impact Games,E10+
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0,0.05,0.32,63,13,6.6,9,High Impact Games,E10+
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.18,0,0.06,0.34,57,41,5.6,27,High Moon Studios,T
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,High Moon Studios,T
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,77,32,8.2,87,High Moon Studios,T
Deadpool,PS3,2013,Action,Activision,0.23,0.14,0,0.08,0.45,61,27,7.2,221,High Moon Studios,M
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.43,62,49,7.4,368,High Moon Studios,M
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68,High Moon Studios,M
Deadpool,XOne,2015,Action,Activision,0.09,0.03,0,0.01,0.12,,,5.7,23,High Moon Studios,M
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.04,49,7,6.3,4,Rising Star Games,E
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0,0.03,0.19,66,21,7.1,289,Snowblind Studios,M
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44,22,7,24,Tecmo Koei Canada,M
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.6,0,0.15,1.76,76,7,7.7,10,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.73,0.67,0,0.15,1.55,73,14,7,13,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0,0.13,1.48,75,43,7.8,42,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0,0.19,1.16,76,36,7.3,34,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0,0.09,1.13,67,25,6.1,31,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.61,0.38,0,0.1,1.09,66,8,,,Traveller's Tales,E
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,73,54,7,31,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.34,0.46,0,0.1,0.9,69,5,,,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0,0.06,0.62,71,16,7.3,20,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,PSP,2011,Action,LucasArts,0.14,0.15,0,0.08,0.37,63,4,,,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,0.12,0.13,0,0.08,0.33,67,5,,,Traveller's Tales,E10+
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,0.1,0.13,0,0.03,0.25,76,14,7.5,44,Traveller's Tales,E10+
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0,0,0,0.03,73,11,6.6,17,Traveller's Tales,E10+
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0,0.19,1.19,81,28,7.5,81,Traveller's Tales,E10+
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,0.18,64,19,6.8,21,Traveller's Tales,E10+
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.37,0,0.12,0.73,80,53,7.1,65,Traveller's Tales,E10+
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0,0.05,0.53,62,5,6.5,29,Traveller's Tales,E10+
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0,0.04,0.41,80,12,6.9,27,Traveller's Tales,E10+
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0,0.05,0.57,82,8,4.9,62,Vicarious Visions,E10+
Skylanders Giants,WiiU,2012,Action,Activision,0.22,0.12,0,0.03,0.37,80,8,6.9,22,Vicarious Visions,E10+
Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.25,0.19,0,0.04,0.48,87,13,5.6,65,Vicarious Visions,E10+
Skylanders: SuperChargers,X360,2015,Action,Activision,0.25,0.13,0,0.04,0.42,,,5.4,5,Vicarious Visions,E10+
Skylanders: SuperChargers,PS3,2015,Action,Activision,0.16,0.15,0,0.06,0.37,,,4.2,6,Vicarious Visions,E10+
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0,0.05,0.31,81,51,3.3,29,Vicarious Visions,E10+
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0,0.02,0.24,76,15,5.5,17,Vicarious Visions,E10+
Skylanders: SuperChargers,3DS,2015,Action,Activision,0.05,0.06,0,0.01,0.12,,,,,Vicarious Visions,E10+
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,76,46,7.7,668,WB Games Montreal,T
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,685,WB Games Montreal,T
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.05,0.41,0,0.14,1.6,,,4.2,24,Avalanche Software,E10+
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0,0.13,1.44,74,38,6.5,79,Avalanche Software,E10+
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0,0.16,0.97,75,21,5.9,47,Avalanche Software,E10+
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,0.6,71,10,7.6,58,Avalanche Software,E10+
1001 Touch Games,DS,2011,Action,Avanquest,0.11,0.16,0,0.04,0.31,,,,,Avanquest Software,E
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,0.02,0,0,0.02,,,,,Avanquest Software,
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14,Bandai Namco Games,
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.03,43,7,,,Bandai Namco Games,E10+
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22,Bandai Namco Games,E10+
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.17,0,0.17,57,25,7.3,15,Bandai Namco Games,E10+
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,6.7,17,Double Helix Games,T
Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,Double Helix Games,T
Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0,0.01,0.09,46,4,,,Double Helix Games,E10+
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79,42,7.9,76,Guerilla Cambridge,T
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0,0.04,0.26,40,9,6.4,31,Heavy Iron Studios,M
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,Heavy Iron Studios,M
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.03,0.31,68,5,7.4,127,Human Head Studios,T
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75,70,6.2,1311,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66,5,5.9,242,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,Konami Digital Entertainment,0,0.01,0,0,0.01,80,20,7.6,412,Kojima Productions,M
